text_clean,sentiment_label,sentiment_stars,region,platform,zone
"i think you should keep the size 6 it doesnt look too tight, especially if you will continue to lose weight",neutro,3,US,tiktok,US
no the 6 looks good on u!,negativo,1,US,tiktok,US
I’m a size 8 I got a size 6 with fleece inside I was getting suffocated I can barely wear it,negativo,1,US,tiktok,US
The sizing for Lulu ia pretty spot on you don’t need to size up or down tbh,positivo,4,US,tiktok,US
Lulu allows you to go a size down in most things. But 4 sizes is crazy!,positivo,4,US,tiktok,US
This is an 8. I tried on a 6 at the store and it was TIGHT 😩,positivo,5,US,tiktok,US
im a size 4 i couldnt even fit in the 0🤣😩,negativo,1,US,tiktok,US
It’s bc they be busting out the zipper getting them 5x smaller then their size.,negativo,2,US,tiktok,US
She was prolly rage baiting and it worked so yall comments hating boosted her algorithm and made her money Lol,negativo,1,US,tiktok,US
Mannn I’m a size 2-4 in lulu and the 2 is lowkey tight. I don’t like how it feels my shoulder feel a mess 😭😭😭.,negativo,2,US,tiktok,US
"I’m a 4, 5’6 150lbs and I just bought a size 2 for the first time… LORD it was tight",negativo,1,US,tiktok,US
"I was on a fitness kick two years ago and was a solid size 6–I bought a size 0 because it was on clearance. Never mf again, I immediately gave it to my sister. Felt like a boa constrictor was squeezing me 😭",negativo,1,US,tiktok,US
"a size 2 for me is kinda tight so i wear a 4, there’s no way she’s wearing a 0 😭",neutro,3,US,tiktok,US
I’m a size 8 and wear size 6 in lulu my jacket fits nice it’s not to tight,positivo,5,US,tiktok,US
im 5'6 105 pounds and the size 2 is tight on me 💀,neutro,3,US,tiktok,US
everbodies bodies are different tbh I’m a size 8-10 and fit a size 6 lol I could even size down if I wanted fr,negativo,2,US,tiktok,US
how does it feel to live my dream,positivo,5,US,tiktok,US
lululemon. i always thought it was lulumelon..?,negativo,1,US,tiktok,US
where are these hangers from? i need them for all of mine now😅,positivo,5,US,tiktok,US
No bc don’t sleep on the align tank,negativo,1,US,tiktok,US
I really wonder how it’s like working there because I really wanna work at Lululemon once I turn 18!!!! as a pt job!!,positivo,5,US,tiktok,US
How old do you have to be to work at lululemon,positivo,5,US,tiktok,US
We had a Rafael at a school and someone a lululemon fancy pack. Like excuse,positivo,5,US,tiktok,US
That little jacket is so cute !!,positivo,5,US,tiktok,US
how did you get a job there?? what’s the process like,negativo,1,US,tiktok,US
what's the difference if it's ribbed or not?,neutro,3,US,tiktok,US
where'd you get those hangers that's awesome!,positivo,5,US,tiktok,US
Hi I have a question do get a discount if you buy something there?,negativo,1,US,tiktok,US
Me with my scuba collection/also where are those hangers from?,positivo,5,US,tiktok,US
me but with wunder trains,positivo,4,US,tiktok,US
Did anyone else see the gorden Ramsey emoji,negativo,1,US,tiktok,US
Where is the organizer from? 😍,negativo,1,US,tiktok,US
Lululemon is the best,positivo,5,US,tiktok,US
What style is the jacket?!,negativo,1,US,tiktok,US
Where’s your hat from ms girl? It’s so cute,positivo,5,US,tiktok,US
When I worked there I was basically a volunteer because I don’t think I made any money 🫣,negativo,1,US,tiktok,US
Omg where is your jacket from?,negativo,1,US,tiktok,US
How old do you have to be and how much do you make(not being rude),positivo,5,US,tiktok,US
I wanna work there when I grow up,positivo,5,US,tiktok,US
"Why do you have to be 18 to work there,",negativo,1,US,tiktok,US
do u work there full time? is it enough to make a living?,neutro,3,US,tiktok,US
i work part time!,positivo,5,US,tiktok,US
you can live the dream too!!,positivo,5,US,tiktok,US
Why do you have to be 18 to work there😭,negativo,1,US,tiktok,US
How much do they pay yall,negativo,1,US,tiktok,US
where’s your hat from?!,negativo,1,US,tiktok,US
Does anyone know the min age we can work for lululemon,positivo,5,US,tiktok,US
Im already addicted I can’t imagine me working there!,positivo,5,US,tiktok,US
do you have to wear lulu all the time to work there?? i would love to work there but i don’t have that much lulu😭,neutro,3,US,tiktok,US
what’s their discount ?,negativo,1,US,tiktok,US
What did you wear to your interview ?? Are you required to wear lulu to it?,negativo,1,US,tiktok,US
1 things for sure they will never be asking for people,positivo,5,US,tiktok,US
do u make a good living working there?,neutro,3,US,tiktok,US
i thought its lulumelon..,neutro,3,US,tiktok,US
ITS TOO EXPENSIVE😔,neutro,3,US,tiktok,US
How much do they pay,positivo,5,US,tiktok,US
What’s the name of this jacket? I love it,positivo,5,US,tiktok,US
I read that and Trans binders,negativo,1,US,tiktok,US
the body suits are life i thinj i wear mine like every other day,positivo,5,US,tiktok,US
@𝙱𝚛𝚒𝚜𝚝𝚘𝚕 🎀🎀 we neeed to go to Lululemon togetherrr this stuff is sooo cute,positivo,5,US,tiktok,US
@𝒮 💋 wait why is lulu being cutie,positivo,4,US,tiktok,US
@Lexi the body suit would actually be cute w some jeans or something,neutro,3,US,tiktok,US
@bindi made me think of u 😭,positivo,5,US,tiktok,US
@Aliyah (Taylor’s version ),positivo,5,US,tiktok,US
"☎Hi.you're funny.If you are a gentleman,speak English and are over 25+.",positivo,5,US,tiktok,US
@haylie it’s giving preppy 💀,negativo,1,US,tiktok,US
@Zoey @Avery wait a minute…,negativo,1,US,tiktok,US
The real question is—have you counted? 👀,negativo,1,US,tiktok,US
no matter the number i’ll always want more 🤣💖,neutro,3,US,tiktok,US
It really says paid partnership at the bottom😭,positivo,5,US,tiktok,US
i am a lululemon influencer so i have to put “#ad” in every lululemon related video !,positivo,5,US,tiktok,US
not trying to brag but I own 1 thing from lulu 🙈,neutro,3,US,tiktok,US
I wish I had the money for this..💀,neutro,3,US,tiktok,US
what is that top called?!,positivo,5,US,tiktok,US
i wanna be a lululemon girl but my parents would not let me spend that much money😭,neutro,3,US,tiktok,US
lululemon r jus basic coloured clothes for sm money ☠️,positivo,5,US,tiktok,US
I cant be the only one who dosent know what those are,negativo,1,US,tiktok,US
i only have like 15 things from there and u got a whole stack 💀💀,neutro,3,US,tiktok,US
I only have one thing from lulu,negativo,1,US,tiktok,US
my whole life right there💀,positivo,5,US,tiktok,US
THIS IS THE ONE,positivo,5,US,tiktok,US
Not to brag but I have 1 hand me down speed up shorts that barely fit me 🥺,neutro,3,US,tiktok,US
girl when you sell some lmk😭,positivo,5,US,tiktok,US
That's so much money Omg 😭,negativo,1,US,tiktok,US
I could buy a house with all that-,neutro,3,US,tiktok,US
OMG YASS BUT LIKE NOT TRYNNA BARG BUT I HAVE… 0 THINGS FOR LULULEMON!😍😍💪🏻💪🏻💪🏻🤭🤭🤭,neutro,3,US,tiktok,US
I could do this with primark😉,positivo,5,US,tiktok,US
I don’t get it what is that,negativo,1,US,tiktok,US
me sitting with my 2 things from lulu 👁👄👁,positivo,5,US,tiktok,US
Her name is Maxi😏,neutro,3,US,tiktok,US
Someone has money,negativo,1,US,tiktok,US
What color are the shorts?,neutro,3,US,tiktok,US
Whats that cards,positivo,5,US,tiktok,US
I got one thing from lulu and it was from like 3 year ago,negativo,1,US,tiktok,US
She get paid so …,neutro,3,US,tiktok,US
WHAT COLOR SHORTS?,negativo,2,US,tiktok,US
a whole college tuition,positivo,4,US,tiktok,US
I have never owned anything from lululemon,negativo,1,US,tiktok,US
I’m 22 and don’t own a single item from there,negativo,1,US,tiktok,US
I thinks she likes claires guys,neutro,3,US,tiktok,US
my lululemon outlet isn’t like this,negativo,1,US,tiktok,US
I would be buying the whole store,neutro,3,US,tiktok,US
My outlet is nowhere near these prices,negativo,1,US,tiktok,US
But if you look into it it says a different price on the price tags,neutro,3,US,tiktok,US
is that right now ??!? so i can run there,negativo,1,US,tiktok,US
can you use lululemon gift cards for the outlet store?,neutro,3,US,tiktok,US
Whereeeeee whereeee is ittttttt 😂,negativo,1,US,tiktok,US
Where does one find a lulu outlet,negativo,1,US,tiktok,US
This sale is from a few weeks ago! We currently have different prices,positivo,5,US,tiktok,US
they only have the big sizes unfortunately bc they sell out of the smaller sizes 😔,neutro,3,US,tiktok,US
I wish mrtyle beaches was like this they only take LIEK 10 bucks off,neutro,3,US,tiktok,US
I was there a month ago the prices weren’t like this ugh,negativo,1,US,tiktok,US
What outlet are you at.,positivo,5,US,tiktok,US
what outlet is this,positivo,5,US,tiktok,US
I need one in Alabama NOW.,positivo,5,US,tiktok,US
WHERE IS THIS AT???,negativo,1,US,tiktok,US
it's like we made too much but the entire store 😌,neutro,3,US,tiktok,US
YESS!!! We’re always shopping at the outlets!!!,positivo,5,US,tiktok,US
Ughhh why can’t the Livermore outlets look like this,negativo,1,US,tiktok,US
not to brag or anything but i have no lululemon clothes bc i don’t have the money for that🙄,negativo,1,US,tiktok,US
i wish i was rich,neutro,3,US,tiktok,US
this is like my whole christmas.,positivo,5,US,tiktok,US
If anyone was wondering she said “So Cute” 13 times 😍😜,positivo,5,US,tiktok,US
i think the stuff might be cute ?,neutro,3,US,tiktok,US
This is more than my whole Christmas😭😭,positivo,5,US,tiktok,US
Wait this is a German thing right?,negativo,1,US,tiktok,US
Please tell me someone counted how many times she said “so cute!”,positivo,5,US,tiktok,US
warmies are good for when you have period cramps!!!,positivo,4,US,tiktok,US
Y’all stop istg stop saying “ohh she’s rich rich” “that’s like my whole Christmas “ like Gurl- it’s just a Germen tradition I pretty sure,positivo,5,US,tiktok,US
Bro my 8th grade teacher owns the brand hoka😭,positivo,5,US,tiktok,US
It’s a thing in Germany except you only get candy and only in first grade😂😂,neutro,3,US,tiktok,US
Who is seeing this in 2025,positivo,5,US,tiktok,US
are you gonna do a grwm for the first day,negativo,1,US,tiktok,US
@Sojo ♡ this is the girl... I wish my mom did this,positivo,5,US,tiktok,US
this is a German tradition but you only get it on your first ever day of school not the first day of every school year,neutro,3,US,tiktok,US
don't even get this much on Christmas,negativo,1,US,tiktok,US
Where did you get your top? It’s so cute.🥹,positivo,5,US,tiktok,US
it just kept coming. that’s literally my whole birthday,negativo,2,US,tiktok,US
that’s over 500$ for doing what is required by the us ( idk what country you live in ),neutro,3,US,tiktok,US
I have a warmie to,positivo,5,US,tiktok,US
Wow my schuletüte only had erasers and sweets in it….,positivo,5,US,tiktok,US
This is like Christmas 😭,positivo,5,US,tiktok,US
Someone tell me how much this all was,negativo,1,US,tiktok,US
my daughter has found so many lulu new and barely used at thrift stores,negativo,1,US,tiktok,US
Ahhh yay! It’s always so fun when that happens!!! 🥰,positivo,5,US,tiktok,US
"In Mexico there's a lot of Lululemon leggings, I bought one for $1",negativo,1,US,tiktok,US
"No rips, and they’ll be an easy clean 😬 then they will be GOOOOOOD as new",positivo,5,US,tiktok,US
"why did the ""well"" sound so good 😂",positivo,4,US,tiktok,US
they have a life time warranty. go to lulu's with them.,positivo,4,US,tiktok,US
I found a YSL blazer jacket today !! For $15,positivo,5,US,tiktok,US
Used to work at goodwill and we got these all the time.,positivo,5,US,tiktok,US
Went shopping for some golf clothes. Found a lulu zip up!,negativo,1,US,tiktok,US
Amazing!!! So happy for you lovey!,positivo,5,US,tiktok,US
yep! lulu on particular is very sneaky,negativo,2,US,tiktok,US
Can someone explain to me pls,neutro,3,US,tiktok,US
WAIT THATS THE LULU LEMON LOGO? just realized i have liked 5 from Ross 😳🥴,negativo,1,US,tiktok,US
Ahhhhh I love that for you 😳💋💋💋💋,positivo,5,US,tiktok,US
I didn’t know that was the lulu lemon logo :0 I own like three pairs that was handed down too me and I love them 💀,positivo,5,US,tiktok,US
😂 Omg that’s the best!!!,positivo,5,US,tiktok,US
I found a lulu shirt for a dollar in México haha.😏,negativo,1,US,tiktok,US
I got 4 pairs of Victoria secret leggings for $12 lol,negativo,1,US,tiktok,US
Get it at ross all the time 😌,positivo,5,US,tiktok,US
Girl I thought u was gonna find money 😂,negativo,1,US,tiktok,US
"I don’t care what tag it has, it’s full of dead skin and looks scruffy lol",negativo,1,US,tiktok,US
